rank,TABLE_NAME,fulldate,daypart,monthpart,yearpart,monthnum,daynum,yearnum,TABLE_ROWS
3253,fo10feb2014bhav,10feb2014,10,feb,2014,2,10,2014,24365
3254,fo11feb2014bhav,11feb2014,11,feb,2014,2,11,2014,24575
3255,fo12feb2014bhav,12feb2014,12,feb,2014,2,12,2014,24587
3256,fo13feb2014bhav,13feb2014,13,feb,2014,2,13,2014,24478
3257,fo14feb2014bhav,14feb2014,14,feb,2014,2,14,2014,24591
3258,fo17feb2014bhav,17feb2014,17,feb,2014,2,17,2014,24506
3259,fo18feb2014bhav,18feb2014,18,feb,2014,2,18,2014,24530
3260,fo19feb2014bhav,19feb2014,19,feb,2014,2,19,2014,24579
3261,fo20feb2014bhav,20feb2014,20,feb,2014,2,20,2014,24615
3262,fo21feb2014bhav,21feb2014,21,feb,2014,2,21,2014,24753
3263,fo24feb2014bhav,24feb2014,24,feb,2014,2,24,2014,24628
3264,fo25feb2014bhav,25feb2014,25,feb,2014,2,25,2014,24522
3265,fo26feb2014bhav,26feb2014,26,feb,2014,2,26,2014,24806
3266,fo28feb2014bhav,28feb2014,28,feb,2014,2,28,2014,23859
3267,fo03mar2014bhav,03mar2014,03,mar,2014,3,3,2014,24008
3268,fo04mar2014bhav,04mar2014,04,mar,2014,3,4,2014,23960
3269,fo05mar2014bhav,05mar2014,05,mar,2014,3,5,2014,23830
3270,fo06mar2014bhav,06mar2014,06,mar,2014,3,6,2014,24061
3271,fo07mar2014bhav,07mar2014,07,mar,2014,3,7,2014,24312
3272,fo10mar2014bhav,10mar2014,10,mar,2014,3,10,2014,24599
3273,fo11mar2014bhav,11mar2014,11,mar,2014,3,11,2014,24579
3274,fo12mar2014bhav,12mar2014,12,mar,2014,3,12,2014,24753
3275,fo13mar2014bhav,13mar2014,13,mar,2014,3,13,2014,24969
3276,fo14mar2014bhav,14mar2014,14,mar,2014,3,14,2014,24907
3277,fo18mar2014bhav,18mar2014,18,mar,2014,3,18,2014,24984
3278,fo19mar2014bhav,19mar2014,19,mar,2014,3,19,2014,24973
3279,fo20mar2014bhav,20mar2014,20,mar,2014,3,20,2014,25136
3280,fo21mar2014bhav,21mar2014,21,mar,2014,3,21,2014,25287
3281,fo24mar2014bhav,24mar2014,24,mar,2014,3,24,2014,25111
3282,fo25mar2014bhav,25mar2014,25,mar,2014,3,25,2014,25350
3283,fo26mar2014bhav,26mar2014,26,mar,2014,3,26,2014,24685
3284,fo27mar2014bhav,27mar2014,27,mar,2014,3,27,2014,25590
3285,fo28mar2014bhav,28mar2014,28,mar,2014,3,28,2014,25817
3286,fo31mar2014bhav,31mar2014,31,mar,2014,3,31,2014,26338
3287,fo01apr2014bhav,01apr2014,01,apr,2014,4,1,2014,26409
3288,fo02apr2014bhav,02apr2014,02,apr,2014,4,2,2014,25872
3289,fo03apr2014bhav,03apr2014,03,apr,2014,4,3,2014,26791
3290,fo04apr2014bhav,04apr2014,04,apr,2014,4,4,2014,27364
3291,fo07apr2014bhav,07apr2014,07,apr,2014,4,7,2014,27276
3292,fo09apr2014bhav,09apr2014,09,apr,2014,4,9,2014,26720
3293,fo10apr2014bhav,10apr2014,10,apr,2014,4,10,2014,27940
3294,fo11apr2014bhav,11apr2014,11,apr,2014,4,11,2014,27779
3295,fo15apr2014bhav,15apr2014,15,apr,2014,4,15,2014,27903
3296,fo16apr2014bhav,16apr2014,16,apr,2014,4,16,2014,28133
3297,fo17apr2014bhav,17apr2014,17,apr,2014,4,17,2014,28230
3298,fo21apr2014bhav,21apr2014,21,apr,2014,4,21,2014,28189
3299,fo22apr2014bhav,22apr2014,22,apr,2014,4,22,2014,28234
3300,fo23apr2014bhav,23apr2014,23,apr,2014,4,23,2014,28294
3301,fo25apr2014bhav,25apr2014,25,apr,2014,4,25,2014,26589
3302,fo28apr2014bhav,28apr2014,28,apr,2014,4,28,2014,26161
3303,fo29apr2014bhav,29apr2014,29,apr,2014,4,29,2014,26826
3304,fo30apr2014bhav,30apr2014,30,apr,2014,4,30,2014,26866
3305,fo02may2014bhav,02may2014,02,may,2014,5,2,2014,27038
3306,fo05may2014bhav,05may2014,05,may,2014,5,5,2014,27020
3307,fo06may2014bhav,06may2014,06,may,2014,5,6,2014,26926
3308,fo07may2014bhav,07may2014,07,may,2014,5,7,2014,26940
3309,fo08may2014bhav,08may2014,08,may,2014,5,8,2014,27068
3310,fo09may2014bhav,09may2014,09,may,2014,5,9,2014,27081
3311,fo12may2014bhav,12may2014,12,may,2014,5,12,2014,27654
3312,fo13may2014bhav,13may2014,13,may,2014,5,13,2014,27701
3313,fo14may2014bhav,14may2014,14,may,2014,5,14,2014,28210
3314,fo15may2014bhav,15may2014,15,may,2014,5,15,2014,28425
3315,fo16may2014bhav,16may2014,16,may,2014,5,16,2014,29636
3316,fo19may2014bhav,19may2014,19,may,2014,5,19,2014,30502
3317,fo20may2014bhav,20may2014,20,may,2014,5,20,2014,31089
3318,fo21may2014bhav,21may2014,21,may,2014,5,21,2014,31255
3319,fo22may2014bhav,22may2014,22,may,2014,5,22,2014,31449
3320,fo23may2014bhav,23may2014,23,may,2014,5,23,2014,32080
3321,fo26may2014bhav,26may2014,26,may,2014,5,26,2014,32549
3322,fo27may2014bhav,27may2014,27,may,2014,5,27,2014,32586
3323,fo28may2014bhav,28may2014,28,may,2014,5,28,2014,32634
3324,fo29may2014bhav,29may2014,29,may,2014,5,29,2014,32558
3325,fo30may2014bhav,30may2014,30,may,2014,5,30,2014,29550
3326,fo02jun2014bhav,02jun2014,02,jun,2014,6,2,2014,29710
3327,fo03jun2014bhav,03jun2014,03,jun,2014,6,3,2014,29736
3328,fo04jun2014bhav,04jun2014,04,jun,2014,6,4,2014,30258
3329,fo05jun2014bhav,05jun2014,05,jun,2014,6,5,2014,30486
3330,fo06jun2014bhav,06jun2014,06,jun,2014,6,6,2014,30774
3331,fo09jun2014bhav,09jun2014,09,jun,2014,6,9,2014,31294
3332,fo10jun2014bhav,10jun2014,10,jun,2014,6,10,2014,31947
3333,fo11jun2014bhav,11jun2014,11,jun,2014,6,11,2014,32159
3334,fo12jun2014bhav,12jun2014,12,jun,2014,6,12,2014,31161
3335,fo13jun2014bhav,13jun2014,13,jun,2014,6,13,2014,32133
3336,fo16jun2014bhav,16jun2014,16,jun,2014,6,16,2014,32165
3337,fo17jun2014bhav,17jun2014,17,jun,2014,6,17,2014,32133
3338,fo18jun2014bhav,18jun2014,18,jun,2014,6,18,2014,31309
3339,fo19jun2014bhav,19jun2014,19,jun,2014,6,19,2014,32203
3340,fo20jun2014bhav,20jun2014,20,jun,2014,6,20,2014,32640
3341,fo23jun2014bhav,23jun2014,23,jun,2014,6,23,2014,32213
3342,fo24jun2014bhav,24jun2014,24,jun,2014,6,24,2014,32229
3343,fo25jun2014bhav,25jun2014,25,jun,2014,6,25,2014,32171
3344,fo26jun2014bhav,26jun2014,26,jun,2014,6,26,2014,32458
3345,fo27jun2014bhav,27jun2014,27,jun,2014,6,27,2014,28050
3346,fo30jun2014bhav,30jun2014,30,jun,2014,6,30,2014,28332
3347,fo01jul2014bhav,01jul2014,01,jul,2014,7,1,2014,28482
3348,fo02jul2014bhav,02jul2014,02,jul,2014,7,2,2014,28698
3349,fo03jul2014bhav,03jul2014,03,jul,2014,7,3,2014,28285
3350,fo04jul2014bhav,04jul2014,04,jul,2014,7,4,2014,29144
3351,fo07jul2014bhav,07jul2014,07,jul,2014,7,7,2014,29131
3352,fo08jul2014bhav,08jul2014,08,jul,2014,7,8,2014,29217
3353,fo09jul2014bhav,09jul2014,09,jul,2014,7,9,2014,29507
3354,fo10jul2014bhav,10jul2014,10,jul,2014,7,10,2014,29536
3355,fo11jul2014bhav,11jul2014,11,jul,2014,7,11,2014,29361
3356,fo14jul2014bhav,14jul2014,14,jul,2014,7,14,2014,29534
3357,fo15jul2014bhav,15jul2014,15,jul,2014,7,15,2014,29607
3358,fo16jul2014bhav,16jul2014,16,jul,2014,7,16,2014,29622
3359,fo17jul2014bhav,17jul2014,17,jul,2014,7,17,2014,29490
3360,fo18jul2014bhav,18jul2014,18,jul,2014,7,18,2014,29561
3361,fo21jul2014bhav,21jul2014,21,jul,2014,7,21,2014,29446
3362,fo22jul2014bhav,22jul2014,22,jul,2014,7,22,2014,29635
3363,fo23jul2014bhav,23jul2014,23,jul,2014,7,23,2014,29679
3364,fo24jul2014bhav,24jul2014,24,jul,2014,7,24,2014,29883
3365,fo25jul2014bhav,25jul2014,25,jul,2014,7,25,2014,29942
3366,fo28jul2014bhav,28jul2014,28,jul,2014,7,28,2014,29126
3367,fo30jul2014bhav,30jul2014,30,jul,2014,7,30,2014,29833
3368,fo31jul2014bhav,31jul2014,31,jul,2014,7,31,2014,30086
3369,fo01aug2014bhav,01aug2014,01,aug,2014,8,1,2014,24787
3370,fo04aug2014bhav,04aug2014,04,aug,2014,8,4,2014,25438
3371,fo05aug2014bhav,05aug2014,05,aug,2014,8,5,2014,25515
3372,fo06aug2014bhav,06aug2014,06,aug,2014,8,6,2014,25502
3373,fo07aug2014bhav,07aug2014,07,aug,2014,8,7,2014,25615
3374,fo08aug2014bhav,08aug2014,08,aug,2014,8,8,2014,25615
3375,fo11aug2014bhav,11aug2014,11,aug,2014,8,11,2014,25565
3376,fo12aug2014bhav,12aug2014,12,aug,2014,8,12,2014,25780
3377,fo13aug2014bhav,13aug2014,13,aug,2014,8,13,2014,24920
3378,fo14aug2014bhav,14aug2014,14,aug,2014,8,14,2014,25818
3379,fo18aug2014bhav,18aug2014,18,aug,2014,8,18,2014,25781
3380,fo19aug2014bhav,19aug2014,19,aug,2014,8,19,2014,25869
3381,fo20aug2014bhav,20aug2014,20,aug,2014,8,20,2014,25984
3382,fo21aug2014bhav,21aug2014,21,aug,2014,8,21,2014,26124
3383,fo22aug2014bhav,22aug2014,22,aug,2014,8,22,2014,26032
3384,fo25aug2014bhav,25aug2014,25,aug,2014,8,25,2014,26249
3385,fo26aug2014bhav,26aug2014,26,aug,2014,8,26,2014,26236
3386,fo27aug2014bhav,27aug2014,27,aug,2014,8,27,2014,26256
3387,fo28aug2014bhav,28aug2014,28,aug,2014,8,28,2014,26452
3388,fo01sep2014bhav,01sep2014,01,sep,2014,9,1,2014,22972
3389,fo02sep2014bhav,02sep2014,02,sep,2014,9,2,2014,22602
3390,fo03sep2014bhav,03sep2014,03,sep,2014,9,3,2014,23365
3391,fo04sep2014bhav,04sep2014,04,sep,2014,9,4,2014,23374
3392,fo05sep2014bhav,05sep2014,05,sep,2014,9,5,2014,23657
3393,fo08sep2014bhav,08sep2014,08,sep,2014,9,8,2014,23770
3394,fo09sep2014bhav,09sep2014,09,sep,2014,9,9,2014,24216
3395,fo10sep2014bhav,10sep2014,10,sep,2014,9,10,2014,24944
3396,fo11sep2014bhav,11sep2014,11,sep,2014,9,11,2014,25122
3397,fo12sep2014bhav,12sep2014,12,sep,2014,9,12,2014,24725
3398,fo15sep2014bhav,15sep2014,15,sep,2014,9,15,2014,24773
3399,fo16sep2014bhav,16sep2014,16,sep,2014,9,16,2014,25578
3400,fo17sep2014bhav,17sep2014,17,sep,2014,9,17,2014,25578
3401,fo18sep2014bhav,18sep2014,18,sep,2014,9,18,2014,25641
3402,fo19sep2014bhav,19sep2014,19,sep,2014,9,19,2014,25704
3403,fo22sep2014bhav,22sep2014,22,sep,2014,9,22,2014,25401
3404,fo23sep2014bhav,23sep2014,23,sep,2014,9,23,2014,25552
3405,fo24sep2014bhav,24sep2014,24,sep,2014,9,24,2014,25553
3406,fo25sep2014bhav,25sep2014,25,sep,2014,9,25,2014,25729
3407,fo26sep2014bhav,26sep2014,26,sep,2014,9,26,2014,26452
3408,fo29sep2014bhav,29sep2014,29,sep,2014,9,29,2014,25859
3409,fo30sep2014bhav,30sep2014,30,sep,2014,9,30,2014,26615
3410,fo01oct2014bhav,01oct2014,01,oct,2014,10,1,2014,26804
3411,fo07oct2014bhav,07oct2014,07,oct,2014,10,7,2014,26866
3412,fo08oct2014bhav,08oct2014,08,oct,2014,10,8,2014,26959
3413,fo09oct2014bhav,09oct2014,09,oct,2014,10,9,2014,26953
3414,fo10oct2014bhav,10oct2014,10,oct,2014,10,10,2014,27121
3415,fo13oct2014bhav,13oct2014,13,oct,2014,10,13,2014,27027
3416,fo14oct2014bhav,14oct2014,14,oct,2014,10,14,2014,27903
3417,fo16oct2014bhav,16oct2014,16,oct,2014,10,16,2014,28004
3418,fo17oct2014bhav,17oct2014,17,oct,2014,10,17,2014,28286
3419,fo20oct2014bhav,20oct2014,20,oct,2014,10,20,2014,28175
3420,fo21oct2014bhav,21oct2014,21,oct,2014,10,21,2014,27355
3421,fo22oct2014bhav,22oct2014,22,oct,2014,10,22,2014,28179
3422,fo23oct2014bhav,23oct2014,23,oct,2014,10,23,2014,28304
3423,fo27oct2014bhav,27oct2014,27,oct,2014,10,27,2014,28420
3424,fo28oct2014bhav,28oct2014,28,oct,2014,10,28,2014,28378
3425,fo29oct2014bhav,29oct2014,29,oct,2014,10,29,2014,28493
3426,fo30oct2014bhav,30oct2014,30,oct,2014,10,30,2014,28465
3427,fo31oct2014bhav,31oct2014,31,oct,2014,10,31,2014,26510
3428,fo03nov2014bhav,03nov2014,03,nov,2014,11,3,2014,26624
3429,fo05nov2014bhav,05nov2014,05,nov,2014,11,5,2014,26999
3430,fo07nov2014bhav,07nov2014,07,nov,2014,11,7,2014,26406
3431,fo10nov2014bhav,10nov2014,10,nov,2014,11,10,2014,27027
3432,fo11nov2014bhav,11nov2014,11,nov,2014,11,11,2014,27249
3433,fo12nov2014bhav,12nov2014,12,nov,2014,11,12,2014,27459
3434,fo13nov2014bhav,13nov2014,13,nov,2014,11,13,2014,27479
3435,fo14nov2014bhav,14nov2014,14,nov,2014,11,14,2014,27654
3436,fo17nov2014bhav,17nov2014,17,nov,2014,11,17,2014,27687
3437,fo18nov2014bhav,18nov2014,18,nov,2014,11,18,2014,27857
3438,fo19nov2014bhav,19nov2014,19,nov,2014,11,19,2014,28018
3439,fo20nov2014bhav,20nov2014,20,nov,2014,11,20,2014,27990
3440,fo21nov2014bhav,21nov2014,21,nov,2014,11,21,2014,28189
3441,fo24nov2014bhav,24nov2014,24,nov,2014,11,24,2014,27563
3442,fo25nov2014bhav,25nov2014,25,nov,2014,11,25,2014,28346
3443,fo26nov2014bhav,26nov2014,26,nov,2014,11,26,2014,28322
3444,fo27nov2014bhav,27nov2014,27,nov,2014,11,27,2014,28294
3445,fo28nov2014bhav,28nov2014,28,nov,2014,11,28,2014,27195
3446,fo01dec2014bhav,01dec2014,01,dec,2014,12,1,2014,27256
3447,fo02dec2014bhav,02dec2014,02,dec,2014,12,2,2014,27621
3448,fo03dec2014bhav,03dec2014,03,dec,2014,12,3,2014,27990
3449,fo04dec2014bhav,04dec2014,04,dec,2014,12,4,2014,28707
3450,fo05dec2014bhav,05dec2014,05,dec,2014,12,5,2014,28899
3451,fo08dec2014bhav,08dec2014,08,dec,2014,12,8,2014,28928
3452,fo09dec2014bhav,09dec2014,09,dec,2014,12,9,2014,28228
3453,fo10dec2014bhav,10dec2014,10,dec,2014,12,10,2014,28871
3454,fo11dec2014bhav,11dec2014,11,dec,2014,12,11,2014,29159
3455,fo12dec2014bhav,12dec2014,12,dec,2014,12,12,2014,29073
3456,fo15dec2014bhav,15dec2014,15,dec,2014,12,15,2014,28382
3457,fo16dec2014bhav,16dec2014,16,dec,2014,12,16,2014,29145
3458,fo17dec2014bhav,17dec2014,17,dec,2014,12,17,2014,29304
3459,fo18dec2014bhav,18dec2014,18,dec,2014,12,18,2014,29507
3460,fo19dec2014bhav,19dec2014,19,dec,2014,12,19,2014,29492
3461,fo22dec2014bhav,22dec2014,22,dec,2014,12,22,2014,29361
3462,fo23dec2014bhav,23dec2014,23,dec,2014,12,23,2014,29361
3463,fo24dec2014bhav,24dec2014,24,dec,2014,12,24,2014,29478
3464,fo26dec2014bhav,26dec2014,26,dec,2014,12,26,2014,28507
3465,fo29dec2014bhav,29dec2014,29,dec,2014,12,29,2014,28623
3466,fo30dec2014bhav,30dec2014,30,dec,2014,12,30,2014,28752
3467,fo31dec2014bhav,31dec2014,31,dec,2014,12,31,2014,27959
3468,fo01jan2015bhav,01jan2015,01,jan,2015,1,1,2015,28698
3469,fo02jan2015bhav,02jan2015,02,jan,2015,1,2,2015,28927
3470,fo05jan2015bhav,05jan2015,05,jan,2015,1,5,2015,28957
3471,fo06jan2015bhav,06jan2015,06,jan,2015,1,6,2015,29130
3472,fo07jan2015bhav,07jan2015,07,jan,2015,1,7,2015,29174
3473,fo08jan2015bhav,08jan2015,08,jan,2015,1,8,2015,28553
3474,fo09jan2015bhav,09jan2015,09,jan,2015,1,9,2015,29246
3475,fo12jan2015bhav,12jan2015,12,jan,2015,1,12,2015,29478
3476,fo13jan2015bhav,13jan2015,13,jan,2015,1,13,2015,29652
3477,fo14jan2015bhav,14jan2015,14,jan,2015,1,14,2015,29347
3478,fo15jan2015bhav,15jan2015,15,jan,2015,1,15,2015,29519
3479,fo16jan2015bhav,16jan2015,16,jan,2015,1,16,2015,29708
3480,fo19jan2015bhav,19jan2015,19,jan,2015,1,19,2015,29898
3481,fo20jan2015bhav,20jan2015,20,jan,2015,1,20,2015,30160
3482,fo21jan2015bhav,21jan2015,21,jan,2015,1,21,2015,30217
3483,fo22jan2015bhav,22jan2015,22,jan,2015,1,22,2015,30258
3484,fo23jan2015bhav,23jan2015,23,jan,2015,1,23,2015,29626
3485,fo27jan2015bhav,27jan2015,27,jan,2015,1,27,2015,30825
3486,fo28jan2015bhav,28jan2015,28,jan,2015,1,28,2015,31270
3487,fo29jan2015bhav,29jan2015,29,jan,2015,1,29,2015,31426
3488,fo30jan2015bhav,30jan2015,30,jan,2015,1,30,2015,29131
3489,fo02feb2015bhav,02feb2015,02,feb,2015,2,2,2015,29217
3490,fo03feb2015bhav,03feb2015,03,feb,2015,2,3,2015,29260
3491,fo04feb2015bhav,04feb2015,04,feb,2015,2,4,2015,29506
3492,fo05feb2015bhav,05feb2015,05,feb,2015,2,5,2015,29710
3493,fo06feb2015bhav,06feb2015,06,feb,2015,2,6,2015,29782
3494,fo09feb2015bhav,09feb2015,09,feb,2015,2,9,2015,29839
3495,fo10feb2015bhav,10feb2015,10,feb,2015,2,10,2015,30026
3496,fo11feb2015bhav,11feb2015,11,feb,2015,2,11,2015,29967
3497,fo12feb2015bhav,12feb2015,12,feb,2015,2,12,2015,29978
3498,fo13feb2015bhav,13feb2015,13,feb,2015,2,13,2015,30243
3499,fo16feb2015bhav,16feb2015,16,feb,2015,2,16,2015,30330
3500,fo18feb2015bhav,18feb2015,18,feb,2015,2,18,2015,30416
3501,fo19feb2015bhav,19feb2015,19,feb,2015,2,19,2015,30805
3502,fo20feb2015bhav,20feb2015,20,feb,2015,2,20,2015,30744
3503,fo23feb2015bhav,23feb2015,23,feb,2015,2,23,2015,30667
3504,fo24feb2015bhav,24feb2015,24,feb,2015,2,24,2015,30713
3505,fo25feb2015bhav,25feb2015,25,feb,2015,2,25,2015,30202
3506,fo26feb2015bhav,26feb2015,26,feb,2015,2,26,2015,30936
3507,fo27feb2015bhav,27feb2015,27,feb,2015,2,27,2015,28175
3508,fo02mar2015bhav,02mar2015,02,mar,2015,3,2,2015,28276
3509,fo03mar2015bhav,03mar2015,03,mar,2015,3,3,2015,28441
3510,fo04mar2015bhav,04mar2015,04,mar,2015,3,4,2015,27917
3511,fo05mar2015bhav,05mar2015,05,mar,2015,3,5,2015,28684
3512,fo09mar2015bhav,09mar2015,09,mar,2015,3,9,2015,28797
3513,fo10mar2015bhav,10mar2015,10,mar,2015,3,10,2015,28884
3514,fo11mar2015bhav,11mar2015,11,mar,2015,3,11,2015,28870
3515,fo12mar2015bhav,12mar2015,12,mar,2015,3,12,2015,28987
3516,fo13mar2015bhav,13mar2015,13,mar,2015,3,13,2015,29001
3517,fo16mar2015bhav,16mar2015,16,mar,2015,3,16,2015,29332
3518,fo17mar2015bhav,17mar2015,17,mar,2015,3,17,2015,29088
3519,fo18mar2015bhav,18mar2015,18,mar,2015,3,18,2015,29073
3520,fo19mar2015bhav,19mar2015,19,mar,2015,3,19,2015,29174
3521,fo20mar2015bhav,20mar2015,20,mar,2015,3,20,2015,29420
3522,fo23mar2015bhav,23mar2015,23,mar,2015,3,23,2015,28666
3523,fo24mar2015bhav,24mar2015,24,mar,2015,3,24,2015,29478
3524,fo25mar2015bhav,25mar2015,25,mar,2015,3,25,2015,29492
3525,fo26mar2015bhav,26mar2015,26,mar,2015,3,26,2015,29521
3526,fo27mar2015bhav,27mar2015,27,mar,2015,3,27,2015,27793
3527,fo30mar2015bhav,30mar2015,30,mar,2015,3,30,2015,28101
3528,fo31mar2015bhav,31mar2015,31,mar,2015,3,31,2015,28189
3529,fo01apr2015bhav,01apr2015,01,apr,2015,4,1,2015,28248
3530,fo06apr2015bhav,06apr2015,06,apr,2015,4,6,2015,28641
3531,fo07apr2015bhav,07apr2015,07,apr,2015,4,7,2015,28044
3532,fo08apr2015bhav,08apr2015,08,apr,2015,4,8,2015,28929
3533,fo09apr2015bhav,09apr2015,09,apr,2015,4,9,2015,28296
3534,fo10apr2015bhav,10apr2015,10,apr,2015,4,10,2015,29145
3535,fo13apr2015bhav,13apr2015,13,apr,2015,4,13,2015,29174
3536,fo15apr2015bhav,15apr2015,15,apr,2015,4,15,2015,29232
3537,fo16apr2015bhav,16apr2015,16,apr,2015,4,16,2015,29449
3538,fo17apr2015bhav,17apr2015,17,apr,2015,4,17,2015,29478
3539,fo20apr2015bhav,20apr2015,20,apr,2015,4,20,2015,29463
3540,fo21apr2015bhav,21apr2015,21,apr,2015,4,21,2015,29433
3541,fo22apr2015bhav,22apr2015,22,apr,2015,4,22,2015,29651
3542,fo23apr2015bhav,23apr2015,23,apr,2015,4,23,2015,29826
3543,fo24apr2015bhav,24apr2015,24,apr,2015,4,24,2015,28929
3544,fo27apr2015bhav,27apr2015,27,apr,2015,4,27,2015,30014
3545,fo28apr2015bhav,28apr2015,28,apr,2015,4,28,2015,30068
3546,fo29apr2015bhav,29apr2015,29,apr,2015,4,29,2015,30213
3547,fo30apr2015bhav,30apr2015,30,apr,2015,4,30,2015,29391
3548,fo04may2015bhav,04may2015,04,may,2015,5,4,2015,27701
3549,fo05may2015bhav,05may2015,05,may,2015,5,5,2015,27706
3550,fo06may2015bhav,06may2015,06,may,2015,5,6,2015,27115
3551,fo07may2015bhav,07may2015,07,may,2015,5,7,2015,27903
3552,fo08may2015bhav,08may2015,08,may,2015,5,8,2015,28151
3553,fo11may2015bhav,11may2015,11,may,2015,5,11,2015,28280
3554,fo12may2015bhav,12may2015,12,may,2015,5,12,2015,28350
3555,fo13may2015bhav,13may2015,13,may,2015,5,13,2015,28439
3556,fo14may2015bhav,14may2015,14,may,2015,5,14,2015,28467
3557,fo15may2015bhav,15may2015,15,may,2015,5,15,2015,28639
3558,fo18may2015bhav,18may2015,18,may,2015,5,18,2015,28766
3559,fo19may2015bhav,19may2015,19,may,2015,5,19,2015,28682
3560,fo20may2015bhav,20may2015,20,may,2015,5,20,2015,28797
3561,fo21may2015bhav,21may2015,21,may,2015,5,21,2015,28684
3562,fo22may2015bhav,22may2015,22,may,2015,5,22,2015,28826
3563,fo25may2015bhav,25may2015,25,may,2015,5,25,2015,28712
3564,fo26may2015bhav,26may2015,26,may,2015,5,26,2015,28129
3565,fo27may2015bhav,27may2015,27,may,2015,5,27,2015,28843
3566,fo28may2015bhav,28may2015,28,may,2015,5,28,2015,28770
3567,fo29may2015bhav,29may2015,29,may,2015,5,29,2015,27953
3568,fo01jun2015bhav,01jun2015,01,jun,2015,6,1,2015,28091
3569,fo02jun2015bhav,02jun2015,02,jun,2015,6,2,2015,28290
3570,fo03jun2015bhav,03jun2015,03,jun,2015,6,3,2015,28535
3571,fo04jun2015bhav,04jun2015,04,jun,2015,6,4,2015,28653
3572,fo05jun2015bhav,05jun2015,05,jun,2015,6,5,2015,28698
3573,fo08jun2015bhav,08jun2015,08,jun,2015,6,8,2015,28842
3574,fo09jun2015bhav,09jun2015,09,jun,2015,6,9,2015,28240
3575,fo10jun2015bhav,10jun2015,10,jun,2015,6,10,2015,29348
3576,fo11jun2015bhav,11jun2015,11,jun,2015,6,11,2015,29304
3577,fo12jun2015bhav,12jun2015,12,jun,2015,6,12,2015,29651
3578,fo15jun2015bhav,15jun2015,15,jun,2015,6,15,2015,29664
3579,fo16jun2015bhav,16jun2015,16,jun,2015,6,16,2015,30073
3580,fo17jun2015bhav,17jun2015,17,jun,2015,6,17,2015,29156
3581,fo18jun2015bhav,18jun2015,18,jun,2015,6,18,2015,30011
3582,fo19jun2015bhav,19jun2015,19,jun,2015,6,19,2015,29457
3583,fo22jun2015bhav,22jun2015,22,jun,2015,6,22,2015,30026
3584,fo23jun2015bhav,23jun2015,23,jun,2015,6,23,2015,30100
3585,fo24jun2015bhav,24jun2015,24,jun,2015,6,24,2015,29993
3586,fo25jun2015bhav,25jun2015,25,jun,2015,6,25,2015,30142
3587,fo26jun2015bhav,26jun2015,26,jun,2015,6,26,2015,29854
3588,fo29jun2015bhav,29jun2015,29,jun,2015,6,29,2015,29999
3589,fo30jun2015bhav,30jun2015,30,jun,2015,6,30,2015,30071
3590,fo01jul2015bhav,01jul2015,01,jul,2015,7,1,2015,30911
3591,fo02jul2015bhav,02jul2015,02,jul,2015,7,2,2015,30945
3592,fo03jul2015bhav,03jul2015,03,jul,2015,7,3,2015,31123
3593,fo06jul2015bhav,06jul2015,06,jul,2015,7,6,2015,31077
3594,fo07jul2015bhav,07jul2015,07,jul,2015,7,7,2015,31286
3595,fo08jul2015bhav,08jul2015,08,jul,2015,7,8,2015,31224
3596,fo09jul2015bhav,09jul2015,09,jul,2015,7,9,2015,31372
3597,fo10jul2015bhav,10jul2015,10,jul,2015,7,10,2015,31473
3598,fo13jul2015bhav,13jul2015,13,jul,2015,7,13,2015,31566
3599,fo14jul2015bhav,14jul2015,14,jul,2015,7,14,2015,31364
3600,fo15jul2015bhav,15jul2015,15,jul,2015,7,15,2015,30841
3601,fo16jul2015bhav,16jul2015,16,jul,2015,7,16,2015,31480
3602,fo17jul2015bhav,17jul2015,17,jul,2015,7,17,2015,31714
3603,fo20jul2015bhav,20jul2015,20,jul,2015,7,20,2015,31691
3604,fo21jul2015bhav,21jul2015,21,jul,2015,7,21,2015,31988
3605,fo22jul2015bhav,22jul2015,22,jul,2015,7,22,2015,32042
3606,fo23jul2015bhav,23jul2015,23,jul,2015,7,23,2015,32032
3607,fo24jul2015bhav,24jul2015,24,jul,2015,7,24,2015,32458
3608,fo27jul2015bhav,27jul2015,27,jul,2015,7,27,2015,32416
3609,fo28jul2015bhav,28jul2015,28,jul,2015,7,28,2015,32554
3610,fo29jul2015bhav,29jul2015,29,jul,2015,7,29,2015,32655
3611,fo30jul2015bhav,30jul2015,30,jul,2015,7,30,2015,32743
3612,fo31jul2015bhav,31jul2015,31,jul,2015,7,31,2015,30698
3613,fo03aug2015bhav,03aug2015,03,aug,2015,8,3,2015,30860
3614,fo04aug2015bhav,04aug2015,04,aug,2015,8,4,2015,31332
3615,fo05aug2015bhav,05aug2015,05,aug,2015,8,5,2015,31205
3616,fo06aug2015bhav,06aug2015,06,aug,2015,8,6,2015,32032
3617,fo07aug2015bhav,07aug2015,07,aug,2015,8,7,2015,32133
3618,fo10aug2015bhav,10aug2015,10,aug,2015,8,10,2015,32054
3619,fo11aug2015bhav,11aug2015,11,aug,2015,8,11,2015,32197
3620,fo12aug2015bhav,12aug2015,12,aug,2015,8,12,2015,31437
3621,fo13aug2015bhav,13aug2015,13,aug,2015,8,13,2015,32560
3622,fo14aug2015bhav,14aug2015,14,aug,2015,8,14,2015,32437
